level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
31,electrumBar:700,1370990,electrumBar,700,50,10,experience:32000,137099,0,350,0,0,23.07349537,0,2875,0,1071070,19141.84057,32000,267230
32,piercing:586176,1468800,piercing,586176,50,10,experience:33600,146880,0,0,0,293088,24.77349537,0,2875,0,1364158,19475.10857,33600,300830
33,electrumBar:750,1566720,electrumBar,750,50,10,experience:33600,156672,0,375,0,0,26.5868287,0,3250,0,1364158,21737.35694,33600,334430
34,piercing:667968,1664640,piercing,667968,50,10,experience:33600,166464,0,0,0,333984,28.51349537,0,3250,0,1698142,22115.06068,33600,368030
35,electrumBar:800,1762560,electrumBar,800,50,10,experience:33600,176256,0,400,0,0,30.55349537,0,3650,0,1698142,24548.86228,33600,401630
36,piercing:749760,1762560,piercing,749760,50,10,experience:33600,176256,0,0,0,374880,32.59349537,0,3650,0,2073022,24948.78388,33600,435230
37,electrumBar:850,1762560,electrumBar,850,50,10,experience:33600,176256,0,425,0,0,34.63349537,0,4075,0,2073022,27509.70299,33600,468830
38,piercing:831552,1762560,piercing,831552,50,10,experience:33600,176256,0,0,0,415776,36.67349537,0,4075,0,2488798,27909.62459,33600,502430
39,electrumBar:900,1762560,electrumBar,900,50,10,experience:33600,176256,0,450,0,0,38.71349537,0,4525,0,2488798,30597.66119,33600,536030
40,piercing:913344,1762560,piercing,913344,50,10,experience:33600,176256,0,0,0,456672,40.75349537,0,4525,0,2945470,30997.5828,33600,569630
41,electrumBar:950,2290604,electrumBar,950,50,10,experience:35349,229061,0,475,0,0,43.40466435,0,5000,0,2945470,33932.55047,35349,604979
42,piercing:995136,2743903,piercing,995136,50,10,experience:42345,274391,0,0,0,497568,46.58048611,0,5000,0,3443038,34555.13857,42345,647324
43,electrumBar:1000,3197201,electrumBar,1000,50,10,experience:49340,319721,0,500,0,0,50.28096065,0,5500,0,3443038,37822.92961,49340,696664
44,piercing:1076928,3650500,piercing,1076928,50,10,experience:56335,365050,0,0,0,538464,54.50607639,0,5500,0,3981502,38651.2213,56335,752999
45,electrumBar:1050,4103799,electrumBar,1050,50,10,experience:63331,410380,0,525,0,0,59.25584491,0,6025,0,3981502,42251.83343,63331,816330
46,piercing:1158720,4177339,piercing,1158720,50,10,experience:70326,417734,0,0,0,579360,64.09072917,0,6025,0,4560862,43199.66415,70326,886656
47,electrumBar:1100,4314507,electrumBar,1100,50,10,experience:77321,431451,0,550,0,0,69.084375,0,6575,0,4560862,46975.20349,77321,963977
48,piercing:1240512,4553079,piercing,1240512,50,10,experience:84317,455308,0,0,0,620256,74.35414352,0,6575,0,5181118,48008.28891,84317,1048294
49,electrumBar:1150,4602106,electrumBar,1150,50,10,experience:91312,460211,0,575,0,0,79.68065972,0,7150,0,5181118,51976.20166,91312,1139606
50,piercing:1322304,4777719,piercing,1322304,50,10,experience:98307,477772,0,0,0,661152,85.21042824,0,7150,0,5842270,53060.25749,98307,1237913
51,electrumBar:1200,5000000,electrumBar,1200,50,10,experience:101805,500000,0,600,0,0,90.99746528,0,7750,0,5842270,57245.56824,101805,1339718
52,piercing:1363200,5000000,piercing,1363200,50,10,experience:105303,500000,0,0,0,681600,96.78450231,0,7750,0,6523870,58380.05899,105303,1445021
53,electrumBar:1250,5000000,electrumBar,1250,50,10,experience:106000,500000,0,625,0,0,102.5715394,0,8375,0,6523870,62692.48724,106000,1551021
54,piercing:1404096,5000000,piercing,1404096,50,10,experience:106000,500000,0,0,0,702048,108.3585764,0,8375,0,7225918,63826.97799,106000,1657021
55,electrumBar:1300,5000000,electrumBar,1300,50,10,experience:106000,500000,0,650,0,0,114.1456134,0,9025,0,7225918,68266.52374,106000,1763021
56,piercing:1444992,5000000,piercing,1444992,50,10,experience:106000,500000,0,0,0,722496,119.9326505,0,9025,0,7948414,69401.01449,106000,1869021
57,electrumBar:1350,5000000,electrumBar,1350,50,10,experience:106000,500000,0,675,0,0,125.7196875,0,9700,0,7948414,73967.67774,106000,1975021
58,piercing:1485888,5000000,piercing,1485888,50,10,experience:106000,500000,0,0,0,742944,131.5067245,0,9700,0,8691358,75102.16849,106000,2081021
59,electrumBar:1400,5000000,electrumBar,1400,50,10,experience:106000,500000,0,700,0,0,137.2937616,0,10400,0,8691358,79795.94924,106000,2187021
60,piercing:1526784,5000000,piercing,1526784,50,10,experience:106000,500000,0,0,0,763392,143.0807986,0,10400,0,9454750,80930.43999,106000,2293021
61,electrumBar:1450,5000000,electrumBar,1450,50,10,experience:106000,500000,0,725,0,0,148.8678356,0,11125,0,9454750,85751.33824,106000,2399021
62,piercing:1772160,5000000,piercing,1772160,50,10,experience:106000,500000,0,0,0,886080,154.6548727,0,11125,0,10340830,86885.82899,106000,2505021
63,electrumBar:1500,5000000,electrumBar,1500,50,10,experience:106000,500000,0,750,0,0,160.4419097,0,11875,0,10340830,91833.84474,106000,2611021
64,piercing:1813056,5000000,piercing,1813056,50,10,experience:106000,500000,0,0,0,906528,166.2289468,0,11875,0,11247358,92968.33549,106000,2717021
65,electrumBar:1550,5000000,electrumBar,1550,50,10,experience:106000,500000,0,775,0,0,172.0159838,0,12650,0,11247358,98043.46874,106000,2823021
66,piercing:1853952,5000000,piercing,1853952,50,10,experience:106000,500000,0,0,0,926976,177.8030208,0,12650,0,12174334,99177.95949,106000,2929021
67,electrumBar:1600,5000000,electrumBar,1600,50,10,experience:106000,500000,0,800,0,0,183.5900579,0,13450,0,12174334,104380.2102,106000,3035021
68,piercing:1894848,5000000,piercing,1894848,50,10,experience:106000,500000,0,0,0,947424,189.3770949,0,13450,0,13121758,105514.701,106000,3141021
69,electrumBar:1650,5000000,electrumBar,1650,50,10,experience:106000,500000,0,825,0,0,195.1641319,0,14275,0,13121758,110844.0692,106000,3247021
70,piercing:1935744,5000000,piercing,1935744,50,10,experience:106000,500000,0,0,0,967872,200.951169,0,14275,0,14089630,111978.56,106000,3353021
71,electrumBar:1700,5000000,electrumBar,1700,50,10,experience:106000,500000,0,850,0,0,206.738206,0,15125,0,14089630,117435.0457,106000,3459021
72,piercing:1976640,5000000,piercing,1976640,50,10,experience:106000,500000,0,0,0,988320,212.5252431,0,15125,0,15077950,118569.5365,106000,3565021
73,electrumBar:1750,5000000,electrumBar,1750,50,10,experience:106000,500000,0,875,0,0,218.3122801,0,16000,0,15077950,124153.1397,106000,3671021
74,piercing:2017536,5000000,piercing,2017536,50,10,experience:106000,500000,0,0,0,1008768,224.0993171,0,16000,0,16086718,125287.6305,106000,3777021
75,electrumBar:1800,5000000,electrumBar,1800,50,10,experience:106000,500000,0,900,0,0,229.8863542,0,16900,0,16086718,130998.3512,106000,3883021
76,piercing:2058432,5000000,piercing,2058432,50,10,experience:106000,500000,0,0,0,1029216,235.6733912,0,16900,0,17115934,132132.842,106000,3989021
77,electrumBar:1850,5000000,electrumBar,1850,50,10,experience:106000,500000,0,925,0,0,241.4604282,0,17825,0,17115934,137970.6802,106000,4095021
78,piercing:2109552,5000000,piercing,2109552,50,10,experience:106000,500000,0,0,0,1054776,247.2474653,0,17825,0,18170710,139105.171,106000,4201021
79,electrumBar:1900,5000000,electrumBar,1900,50,10,experience:106000,500000,0,950,0,0,253.0345023,0,18775,0,18170710,145070.1267,106000,4307021
80,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,258.8215394,0,18775,0,19251046,146204.6175,106000,4413021
81,electrumBar:1950,5000000,electrumBar,1950,50,10,experience:106000,500000,0,975,0,0,264.6085764,0,19750,0,19251046,152296.6907,106000,4519021
82,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,270.3956134,0,19750,0,20331382,153431.1815,106000,4625021
83,electrumBar:2000,5000000,electrumBar,2000,50,10,experience:106000,500000,0,1000,0,0,276.1826505,0,20750,0,20331382,159650.3722,106000,4731021
84,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,281.9696875,0,20750,0,21411718,160784.863,106000,4837021
85,electrumBar:2050,5000000,electrumBar,2050,50,10,experience:106000,500000,0,1025,0,0,287.7567245,0,21775,0,21411718,167131.1712,106000,4943021
86,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,293.5437616,0,21775,0,22492054,168265.662,106000,5049021
87,electrumBar:2100,5000000,electrumBar,2100,50,10,experience:106000,500000,0,1050,0,0,299.3307986,0,22825,0,22492054,174739.0877,106000,5155021
88,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,305.1178356,0,22825,0,23572390,175873.5785,106000,5261021
89,electrumBar:2150,5000000,electrumBar,2150,50,10,experience:106000,500000,0,1075,0,0,310.9048727,0,23900,0,23572390,182474.1217,106000,5367021
90,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,316.6919097,0,23900,0,24652726,183608.6125,106000,5473021
91,electrumBar:2200,5000000,electrumBar,2200,50,10,experience:106000,500000,0,1100,0,0,322.4789468,0,25000,0,24652726,190336.2732,106000,5579021
92,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,328.2659838,0,25000,0,25733062,191470.764,106000,5685021
93,electrumBar:2250,5000000,electrumBar,2250,50,10,experience:106000,500000,0,1125,0,0,334.0530208,0,26125,0,25733062,198325.5422,106000,5791021
94,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,339.8400579,0,26125,0,26813398,199460.033,106000,5897021
95,electrumBar:2300,5000000,electrumBar,2300,50,10,experience:106000,500000,0,1150,0,0,345.6270949,0,27275,0,26813398,206441.9287,106000,6003021
96,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,351.4141319,0,27275,0,27893734,207576.4195,106000,6109021
97,electrumBar:2350,5000000,electrumBar,2350,50,10,experience:106000,500000,0,1175,0,0,357.201169,0,28450,0,27893734,214685.4327,106000,6215021
98,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,362.988206,0,28450,0,28974070,215819.9235,106000,6321021
99,electrumBar:2400,5000000,electrumBar,2400,50,10,experience:106000,500000,0,1200,0,0,368.7752431,0,29650,0,28974070,223056.0542,106000,6427021
100,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,374.5622801,0,29650,0,30054406,224190.545,106000,6533021
101,electrumBar:2450,5000000,electrumBar,2450,50,10,experience:106000,500000,0,1225,0,0,380.3493171,0,30875,0,30054406,231553.7932,106000,6639021
102,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,386.1363542,0,30875,0,31134742,232688.284,106000,6745021
103,electrumBar:2500,5000000,electrumBar,2500,50,10,experience:106000,500000,0,1250,0,0,391.9233912,0,32125,0,31134742,240178.6497,106000,6851021
104,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,397.7104282,0,32125,0,32215078,241313.1405,106000,6957021
105,electrumBar:2550,5000000,electrumBar,2550,50,10,experience:106000,500000,0,1275,0,0,403.4974653,0,33400,0,32215078,248930.6237,106000,7063021
106,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,409.2845023,0,33400,0,33295415,250065.1145,106000,7169021
107,electrumBar:2600,5000000,electrumBar,2600,50,10,experience:106000,500000,0,1300,0,0,415.0715394,0,34700,0,33295415,257809.7152,106000,7275021
108,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,420.8585764,0,34700,0,34375752,258944.206,106000,7381021
109,electrumBar:2650,5000000,electrumBar,2650,50,10,experience:106000,500000,0,1325,0,0,426.6456134,0,36025,0,34375752,266815.9242,106000,7487021
110,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,432.4326505,0,36025,0,35456089,267950.415,106000,7593021
111,electrumBar:2700,5000000,electrumBar,2700,50,10,experience:106000,500000,0,1350,0,0,438.2196875,0,37375,0,35456089,275949.2507,106000,7699021
112,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,444.0067245,0,37375,0,36536426,277083.7415,106000,7805021
113,electrumBar:2750,5000000,electrumBar,2750,50,10,experience:106000,500000,0,1375,0,0,449.7937616,0,38750,0,36536426,285209.6947,106000,7911021
114,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,455.5807986,0,38750,0,37616763,286344.1855,106000,8017021
115,electrumBar:2800,5000000,electrumBar,2800,50,10,experience:106000,500000,0,1400,0,0,461.3678356,0,40150,0,37616763,294597.2562,106000,8123021
116,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,467.1548727,0,40150,0,38697100,295731.747,106000,8229021
117,electrumBar:2850,5000000,electrumBar,2850,50,10,experience:106000,500000,0,1425,0,0,472.9419097,0,41575,0,38697100,304111.9352,106000,8335021
118,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,478.7289468,0,41575,0,39777438,305246.426,106000,8441021
119,electrumBar:2900,5000000,electrumBar,2900,50,10,experience:106000,500000,0,1450,0,0,484.5159838,0,43025,0,39777438,313753.7317,106000,8547021
120,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,490.3030208,0,43025,0,40857776,314888.2225,106000,8653021
121,electrumBar:2950,5000000,electrumBar,2950,50,10,experience:106000,500000,0,1475,0,0,496.0900579,0,44500,0,40857776,323522.6457,106000,8759021
122,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,501.8770949,0,44500,0,41938114,324657.1365,106000,8865021
123,electrumBar:3000,5000000,electrumBar,3000,50,10,experience:106000,500000,0,1500,0,0,507.6641319,0,46000,0,41938114,333418.6772,106000,8971021
124,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,513.451169,0,46000,0,43018452,334553.168,106000,9077021
125,electrumBar:3050,5000000,electrumBar,3050,50,10,experience:106000,500000,0,1525,0,0,519.238206,0,47525,0,43018452,343441.8262,106000,9183021
126,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,525.0252431,0,47525,0,44098790,344576.317,106000,9289021
127,electrumBar:3100,5000000,electrumBar,3100,50,10,experience:106000,500000,0,1550,0,0,530.8122801,0,49075,0,44098790,353592.0927,106000,9395021
128,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,536.5993171,0,49075,0,45179128,354726.5835,106000,9501021
129,electrumBar:3150,5000000,electrumBar,3150,50,10,experience:106000,500000,0,1575,0,0,542.3863542,0,50650,0,45179128,363869.4767,106000,9607021
130,piercing:2160677,5000000,piercing,2160677,50,10,experience:106000,500000,0,0,0,1080339,548.1733912,0,50650,0,46259467,365003.9675,106000,9713021
131,electrumBar:3200,5000000,electrumBar,3200,50,10,experience:106000,500000,0,1600,0,0,553.9604282,0,52250,0,46259467,374273.9782,106000,9819021
132,piercing:2160678,5000000,piercing,2160678,50,10,experience:106000,500000,0,0,0,1080339,559.7474653,0,52250,0,47339806,375408.469,106000,9925021
133,electrumBar:3250,5000000,electrumBar,3250,50,10,experience:106000,500000,0,1625,0,0,565.5345023,0,53875,0,47339806,384805.5972,106000,10031021
134,piercing:2160679,5000000,piercing,2160679,50,10,experience:106000,500000,0,0,0,1080340,571.3215394,0,53875,0,48420146,385940.088,106000,10137021
135,electrumBar:3300,5000000,electrumBar,3300,50,10,experience:106000,500000,0,1650,0,0,577.1085764,0,55525,0,48420146,395464.3337,106000,10243021
136,piercing:2160680,5000000,piercing,2160680,55,10,experience:106000,500000,0,0,0,1188374,582.8956134,0,55525,0,49608520,396598.8245,106000,10349021
137,electrumBar:3350,5000000,electrumBar,3350,55,10,experience:106000,500000,0,1843,0,0,588.6826505,0,57368,0,49608520,407104.4173,106000,10455021
138,piercing:2160681,5000000,piercing,2160681,55,10,experience:106000,500000,0,0,0,1188375,594.4696875,0,57368,0,50796895,408238.9081,106000,10561021
139,electrumBar:3400,5000000,electrumBar,3400,55,10,experience:106000,500000,0,1870,0,0,600.2567245,0,59238,0,50796895,418881.7878,106000,10667021
140,piercing:2160682,5000000,piercing,2160682,55,10,experience:106000,500000,0,0,0,1188376,606.0437616,0,59238,0,51985271,420016.2786,106000,10773021
141,electrumBar:3450,5000000,electrumBar,3450,55,10,experience:106000,500000,0,1898,0,0,611.8307986,0,61136,0,51985271,430801.5299,106000,10879021
142,piercing:2160683,5000000,piercing,2160683,55,10,experience:106000,500000,0,0,0,1188376,617.6178356,0,61136,0,53173647,431936.0207,106000,10985021
143,electrumBar:3500,5000000,electrumBar,3500,55,10,experience:106000,500000,0,1925,0,0,623.4048727,0,63061,0,53173647,442858.5589,106000,11091021
144,piercing:2160684,5000000,piercing,2160684,55,10,experience:106000,500000,0,0,0,1188377,629.1919097,0,63061,0,54362024,443993.0497,106000,11197021
145,electrumBar:3550,5000000,electrumBar,3550,55,10,experience:106000,500000,0,1953,0,0,634.9789468,0,65014,0,54362024,455057.9595,106000,11303021
146,piercing:2160685,5000000,piercing,2160685,60,60,experience:106000,3000000,0,0,0,1296411,669.701169,0,65014,0,55658435,461864.904,106000,11409021
147,electrumBar:3600,5000000,electrumBar,3600,60,60,experience:106000,3000000,0,2160,0,0,704.4233912,0,67174,0,55658435,479654.8005,106000,11515021
148,piercing:2160686,5000000,piercing,2160686,60,60,experience:106000,3000000,0,0,0,1296412,739.1456134,0,67174,0,56954847,486461.745,106000,11621021
149,electrumBar:3650,5000000,electrumBar,3650,60,60,experience:106000,3000000,0,2190,0,0,773.8678356,0,69364,0,56954847,504404.1825,106000,11727021
150,piercing:2160687,5000000,piercing,2160687,60,60,experience:106000,3000000,0,0,0,1296413,808.5900579,0,69364,0,58251260,511211.127,106000,11833021
151,electrumBar:3700,5000000,electrumBar,3700,60,60,experience:106000,3000000,0,2220,0,0,843.3122801,0,71584,0,58251260,529306.1055,106000,11939021
152,piercing:2160688,5000000,piercing,2160688,60,60,experience:106000,3000000,0,0,0,1296413,878.0345023,0,71584,0,59547673,536113.05,106000,12045021
153,electrumBar:3750,5000000,electrumBar,3750,60,60,experience:106000,3000000,0,2250,0,0,912.7567245,0,73834,0,59547673,554360.5695,106000,12151021
154,piercing:2160689,5000000,piercing,2160689,60,60,experience:106000,3000000,0,0,0,1296414,947.4789468,0,73834,0,60844087,561167.514,106000,12257021
155,electrumBar:3800,5000000,electrumBar,3800,60,60,experience:106000,3000000,0,2280,0,0,982.201169,0,76114,0,60844087,579567.5745,106000,12363021
156,piercing:2160690,5000000,piercing,2160690,65,65,experience:106000,3250000,0,0,0,1404449,1019.81691,0,76114,0,62248536,586941.7644,106000,12469021
157,electrumBar:3850,5000000,electrumBar,3850,65,65,experience:106000,3250000,0,2503,0,0,1057.43265,0,78617,0,62248536,607042.9584,106000,12575021
158,piercing:2160691,5000000,piercing,2160691,65,65,experience:106000,3250000,0,0,0,1404450,1095.048391,0,78617,0,63652986,614417.1483,106000,12681021
159,electrumBar:3900,5000000,electrumBar,3900,65,65,experience:106000,3250000,0,2535,0,0,1132.664132,0,81152,0,63652986,634681.0526,106000,12787021
160,piercing:2160692,5000000,piercing,2160692,65,65,experience:106000,3250000,0,0,0,1404450,1170.279873,0,81152,0,65057436,642055.2425,106000,12893021
161,electrumBar:3950,5000000,electrumBar,3950,65,65,experience:106000,3250000,0,2568,0,0,1207.895613,0,83720,0,65057436,662486.942,106000,12999021
162,piercing:2160693,5000000,piercing,2160693,65,65,experience:106000,3250000,0,0,0,1404451,1245.511354,0,83720,0,66461887,669861.1319,106000,13105021
163,electrumBar:4000,5000000,electrumBar,4000,65,65,experience:106000,3250000,0,2600,0,0,1283.127095,0,86320,0,66461887,690455.5417,106000,13211021
164,piercing:2160693,5000000,piercing,2160693,65,65,experience:106000,3250000,0,0,0,1404451,1320.742836,0,86320,0,67866338,697829.7316,106000,13317021
165,electrumBar:4050,5000000,electrumBar,4050,65,65,experience:106000,3250000,0,2633,0,0,1358.358576,0,88953,0,67866338,718591.9366,106000,13423021
166,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1401.761354,0,88953,0,69486858,727100.6172,106000,13529021
167,electrumBar:4100,5000000,electrumBar,4100,75,75,experience:106000,3750000,0,3075,0,0,1445.164132,0,92028,0,69486858,751244.7503,106000,13635021
168,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1488.56691,0,92028,0,71107378,759753.431,106000,13741021
169,electrumBar:4150,5000000,electrumBar,4150,75,75,experience:106000,3750000,0,3113,0,0,1531.969688,0,95141,0,71107378,784090.7827,106000,13847021
170,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1575.372465,0,95141,0,72727898,792599.4633,106000,13953021
171,electrumBar:4200,5000000,electrumBar,4200,75,75,experience:106000,3750000,0,3150,0,0,1618.775243,0,98291,0,72727898,817124.9489,106000,14059021
172,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1662.178021,0,98291,0,74348418,825633.6296,106000,14165021
173,electrumBar:4250,5000000,electrumBar,4250,75,75,experience:106000,3750000,0,3188,0,0,1705.580799,0,101479,0,74348418,850352.3338,106000,14271021
174,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1748.983576,0,101479,0,75968938,858861.0144,106000,14377021
175,electrumBar:4300,5000000,electrumBar,4300,75,75,experience:106000,3750000,0,3225,0,0,1792.386354,0,104704,0,75968938,883767.8525,106000,14483021
176,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,1841.576169,0,104704,0,77805528,893411.0239,106000,14589021
177,electrumBar:4350,5000000,electrumBar,4350,85,85,experience:106000,4250000,0,3698,0,0,1890.765984,0,108402,0,77805528,921857.4159,106000,14695021
178,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,1939.955799,0,108402,0,79642118,931500.5873,106000,14801021
179,electrumBar:4400,5000000,electrumBar,4400,85,85,experience:106000,4250000,0,3740,0,0,1989.145613,0,112142,0,79642118,960160.5366,106000,14907021
180,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2038.335428,0,112142,0,81478708,969803.708,106000,15013021
181,electrumBar:4450,5000000,electrumBar,4450,85,85,experience:106000,4250000,0,3783,0,0,2087.525243,0,115925,0,81478708,998682.2995,106000,15119021
182,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2136.715058,0,115925,0,83315298,1008325.471,106000,15225021
183,electrumBar:4500,5000000,electrumBar,4500,85,85,experience:106000,4250000,0,3825,0,0,2185.904873,0,119750,0,83315298,1037417.62,106000,15331021
184,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2235.094688,0,119750,0,85151888,1047060.791,106000,15437021
