level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
21,elementalEmber:1800,518400,elementalEmber,1800,50,10,experience:9143,51840,900,0,0,0,13.33125,5500,0,0,192766,21257.35827,9143,42430
22,piercing:219599,604800,piercing,219599,50,10,experience:12000,60480,0,0,0,109800,14.03125,5500,0,0,302566,21394.58627,12000,54430
23,elementalEmber:2000,691200,elementalEmber,2000,50,10,experience:16000,69120,1000,0,0,0,14.83125,6500,0,0,302566,24941.21827,16000,70430
24,piercing:269232,864000,piercing,269232,50,10,experience:17600,86400,0,0,0,134616,15.83125,6500,0,0,437182,25137.25828,17600,88030
25,elementalEmber:2200,864000,elementalEmber,2200,50,10,experience:19200,86400,1100,0,0,0,16.83125,7600,0,0,437182,29062.07828,19200,107230
26,piercing:340800,936000,piercing,340800,50,10,experience:20800,93600,0,0,0,170400,17.91458333,7600,0,0,607582,29274.45495,20800,128030
27,elementalEmber:2400,1080000,elementalEmber,2400,50,10,experience:24000,108000,1200,0,0,0,19.16458333,8800,0,0,607582,33587.26495,24000,152030
28,piercing:422592,1152000,piercing,422592,50,10,experience:25600,115200,0,0,0,211296,20.49791667,8800,0,0,818878,33848.65162,25600,177630
29,elementalEmber:2600,1224000,elementalEmber,2600,50,10,experience:27200,122400,1300,0,0,0,21.91458333,10100,0,0,818878,38533.11495,27200,204830
30,piercing:504384,1224000,piercing,504384,50,10,experience:30400,122400,0,0,0,252192,23.33125,10100,0,0,1071070,38810.83829,30400,235230
31,elementalEmber:2800,1370990,elementalEmber,2800,50,10,experience:32000,137099,1400,0,0,0,24.91804398,11500,0,0,1071070,43867.63338,32000,267230
32,piercing:586176,1468800,piercing,586176,50,10,experience:33600,146880,0,0,0,293088,26.61804398,11500,0,0,1364158,44200.90138,33600,300830
33,elementalEmber:3000,1566720,elementalEmber,3000,50,10,experience:33600,156672,1500,0,0,0,28.43137731,13000,0,0,1364158,49641.08725,33600,334430
34,piercing:667968,1664640,piercing,667968,50,10,experience:33600,166464,0,0,0,333984,30.35804398,13000,0,0,1698142,50018.79099,33600,368030
35,elementalEmber:3200,1762560,elementalEmber,3200,50,10,experience:33600,176256,1600,0,0,0,32.39804398,14600,0,0,1698142,55842.39259,33600,401630
36,piercing:749760,1762560,piercing,749760,50,10,experience:33600,176256,0,0,0,374880,34.43804398,14600,0,0,2073022,56242.3142,33600,435230
37,elementalEmber:3400,1762560,elementalEmber,3400,50,10,experience:33600,176256,1700,0,0,0,36.47804398,16300,0,0,2073022,62404.8958,33600,468830
38,piercing:831552,1762560,piercing,831552,50,10,experience:33600,176256,0,0,0,415776,38.51804398,16300,0,0,2488798,62804.8174,33600,502430
39,elementalEmber:3600,1762560,elementalEmber,3600,50,10,experience:33600,176256,1800,0,0,0,40.55804398,18100,0,0,2488798,69306.37901,33600,536030
40,piercing:913344,1762560,piercing,913344,50,10,experience:33600,176256,0,0,0,456672,42.59804398,18100,0,0,2945470,69706.30061,33600,569630
41,elementalEmber:3800,2290604,elementalEmber,3800,50,10,experience:35349,229061,1900,0,0,0,45.24921296,20000,0,0,2945470,76666.65578,35349,604979
42,piercing:995136,2743903,piercing,995136,50,10,experience:42345,274391,0,0,0,497568,48.42503472,20000,0,0,3443038,77289.24388,42345,647324
43,elementalEmber:4000,3197201,elementalEmber,4000,50,10,experience:49340,319721,2000,0,0,0,52.12550926,22000,0,0,3443038,84794.28492,49340,696664
44,piercing:1076928,3650500,piercing,1076928,50,10,experience:56335,365050,0,0,0,538464,56.350625,22000,0,0,3981502,85622.57662,56335,752999
45,elementalEmber:4200,4103799,elementalEmber,4200,50,10,experience:63331,410380,2100,0,0,0,61.10039352,24100,0,0,3981502,93672.30124,63331,816330
46,piercing:1158720,4177339,piercing,1158720,50,10,experience:70326,417734,0,0,0,579360,65.93527778,24100,0,0,4560862,94620.13196,70326,886656
47,elementalEmber:4400,4314507,elementalEmber,4400,50,10,experience:77321,431451,2200,0,0,0,70.92892361,26300,0,0,4560862,103056.6463,77321,963977
48,piercing:1240512,4553079,piercing,1240512,50,10,experience:84317,455308,0,0,0,620256,76.19869213,26300,0,0,5181118,104089.7317,84317,1048294
49,elementalEmber:4600,4602106,elementalEmber,4600,50,10,experience:91312,460211,2300,0,0,0,81.52520833,28600,0,0,5181118,112930.482,91312,1139606
50,piercing:1322304,4777719,piercing,1322304,50,10,experience:98307,477772,0,0,0,661152,87.05497685,28600,0,0,5842270,114014.5378,98307,1237913
51,elementalEmber:4800,5000000,elementalEmber,4800,50,10,experience:101805,500000,2400,0,0,0,92.84201389,31000,0,0,5842270,123284.5486,101805,1339718
52,piercing:1363200,5000000,piercing,1363200,50,10,experience:105303,500000,0,0,0,681600,98.62905093,31000,0,0,6523870,124419.0393,105303,1445021
53,elementalEmber:5000,5000000,elementalEmber,5000,50,10,experience:106000,500000,2500,0,0,0,104.416088,33500,0,0,6523870,134028.0301,106000,1551021
54,piercing:1404096,5000000,piercing,1404096,50,10,experience:106000,500000,0,0,0,702048,110.203125,33500,0,0,7225918,135162.5208,106000,1657021
55,elementalEmber:5200,5000000,elementalEmber,5200,50,10,experience:106000,500000,2600,0,0,0,115.990162,36100,0,0,7225918,145110.4916,106000,1763021
56,piercing:1444992,5000000,piercing,1444992,50,10,experience:106000,500000,0,0,0,722496,121.7771991,36100,0,0,7948414,146244.9823,106000,1869021
57,elementalEmber:5400,5000000,elementalEmber,5400,50,10,experience:106000,500000,2700,0,0,0,127.5642361,38800,0,0,7948414,156531.9331,106000,1975021
58,piercing:1485888,5000000,piercing,1485888,50,10,experience:106000,500000,0,0,0,742944,133.3512731,38800,0,0,8691358,157666.4238,106000,2081021
59,elementalEmber:5600,5000000,elementalEmber,5600,50,10,experience:106000,500000,2800,0,0,0,139.1383102,41600,0,0,8691358,168292.3546,106000,2187021
60,piercing:1526784,5000000,piercing,1526784,50,10,experience:106000,500000,0,0,0,763392,144.9253472,41600,0,0,9454750,169426.8453,106000,2293021
61,elementalEmber:5800,5000000,elementalEmber,5800,50,10,experience:106000,500000,2900,0,0,0,150.7123843,44500,0,0,9454750,180391.7561,106000,2399021
62,piercing:1772160,5000000,piercing,1772160,50,10,experience:106000,500000,0,0,0,886080,156.4994213,44500,0,0,10340830,181526.2468,106000,2505021
63,elementalEmber:6000,5000000,elementalEmber,6000,50,10,experience:106000,500000,3000,0,0,0,162.2864583,47500,0,0,10340830,192830.1376,106000,2611021
64,piercing:1813056,5000000,piercing,1813056,50,10,experience:106000,500000,0,0,0,906528,168.0734954,47500,0,0,11247358,193964.6283,106000,2717021
65,elementalEmber:6200,5000000,elementalEmber,6200,50,10,experience:106000,500000,3100,0,0,0,173.8605324,50600,0,0,11247358,205607.4991,106000,2823021
66,piercing:1853952,5000000,piercing,1853952,50,10,experience:106000,500000,0,0,0,926976,179.6475694,50600,0,0,12174334,206741.9898,106000,2929021
67,elementalEmber:6400,5000000,elementalEmber,6400,50,10,experience:106000,500000,3200,0,0,0,185.4346065,53800,0,0,12174334,218723.8406,106000,3035021
68,piercing:1894848,5000000,piercing,1894848,50,10,experience:106000,500000,0,0,0,947424,191.2216435,53800,0,0,13121758,219858.3313,106000,3141021
69,elementalEmber:6600,5000000,elementalEmber,6600,50,10,experience:106000,500000,3300,0,0,0,197.0086806,57100,0,0,13121758,232179.1621,106000,3247021
70,piercing:1935744,5000000,piercing,1935744,50,10,experience:106000,500000,0,0,0,967872,202.7957176,57100,0,0,14089630,233313.6528,106000,3353021
71,elementalEmber:6900,5000000,elementalEmber,6900,50,10,experience:106000,500000,3450,0,0,0,208.5827546,60550,0,0,14089630,246142.9536,106000,3459021
72,piercing:1976640,5000000,piercing,1976640,50,10,experience:106000,500000,0,0,0,988320,214.3697917,60550,0,0,15077950,247277.4443,106000,3565021
73,elementalEmber:7200,5000000,elementalEmber,7200,50,10,experience:106000,500000,3600,0,0,0,220.1568287,64150,0,0,15077950,260615.2151,106000,3671021
74,piercing:2017536,5000000,piercing,2017536,50,10,experience:106000,500000,0,0,0,1008768,225.9438657,64150,0,0,16086718,261749.7058,106000,3777021
75,elementalEmber:7500,5000000,elementalEmber,7500,50,10,experience:106000,500000,3750,0,0,0,231.7309028,67900,0,0,16086718,275595.9466,106000,3883021
76,piercing:2058432,5000000,piercing,2058432,50,10,experience:106000,500000,0,0,0,1029216,237.5179398,67900,0,0,17115934,276730.4373,106000,3989021
77,elementalEmber:7800,5000000,elementalEmber,7800,50,10,experience:106000,500000,3900,0,0,0,243.3049769,71800,0,0,17115934,291085.1481,106000,4095021
78,piercing:2109552,5000000,piercing,2109552,50,10,experience:106000,500000,0,0,0,1054776,249.0920139,71800,0,0,18170710,292219.6388,106000,4201021
79,elementalEmber:8100,5000000,elementalEmber,8100,50,10,experience:106000,500000,4050,0,0,0,254.8790509,75850,0,0,18170710,307082.8196,106000,4307021
80,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,260.666088,75850,0,0,19251046,308217.3103,106000,4413021
81,elementalEmber:8400,5000000,elementalEmber,8400,50,10,experience:106000,500000,4200,0,0,0,266.453125,80050,0,0,19251046,323588.9611,106000,4519021
82,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,272.240162,80050,0,0,20331382,324723.4518,106000,4625021
83,elementalEmber:8700,5000000,elementalEmber,8700,50,10,experience:106000,500000,4350,0,0,0,278.0271991,84400,0,0,20331382,340603.5726,106000,4731021
84,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,283.8142361,84400,0,0,21411718,341738.0633,106000,4837021
85,elementalEmber:9000,5000000,elementalEmber,9000,50,10,experience:106000,500000,4500,0,0,0,289.6012731,88900,0,0,21411718,358126.6541,106000,4943021
86,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,295.3883102,88900,0,0,22492054,359261.1448,106000,5049021
87,elementalEmber:9300,5000000,elementalEmber,9300,50,10,experience:106000,500000,4650,0,0,0,301.1753472,93550,0,0,22492054,376158.2056,106000,5155021
88,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,306.9623843,93550,0,0,23572390,377292.6963,106000,5261021
89,elementalEmber:9600,5000000,elementalEmber,9600,50,10,experience:106000,500000,4800,0,0,0,312.7494213,98350,0,0,23572390,394698.2271,106000,5367021
90,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,318.5364583,98350,0,0,24652726,395832.7178,106000,5473021
91,elementalEmber:9900,5000000,elementalEmber,9900,50,10,experience:106000,500000,4950,0,0,0,324.3234954,103300,0,0,24652726,413746.7186,106000,5579021
92,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,330.1105324,103300,0,0,25733062,414881.2093,106000,5685021
93,elementalEmber:10200,5000000,elementalEmber,10200,50,10,experience:106000,500000,5100,0,0,0,335.8975694,108400,0,0,25733062,433303.6801,106000,5791021
94,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,341.6846065,108400,0,0,26813398,434438.1708,106000,5897021
95,elementalEmber:10500,5000000,elementalEmber,10500,50,10,experience:106000,500000,5250,0,0,0,347.4716435,113650,0,0,26813398,453369.1116,106000,6003021
96,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,353.2586806,113650,0,0,27893734,454503.6023,106000,6109021
97,elementalEmber:10800,5000000,elementalEmber,10800,50,10,experience:106000,500000,5400,0,0,0,359.0457176,119050,0,0,27893734,473943.0131,106000,6215021
98,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,364.8327546,119050,0,0,28974070,475077.5038,106000,6321021
99,elementalEmber:11100,5000000,elementalEmber,11100,50,10,experience:106000,500000,5550,0,0,0,370.6197917,124600,0,0,28974070,495025.3846,106000,6427021
100,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,376.4068287,124600,0,0,30054406,496159.8753,106000,6533021
101,elementalEmber:11400,5000000,elementalEmber,11400,50,10,experience:106000,500000,5700,0,0,0,382.1938657,130300,0,0,30054406,516616.2261,106000,6639021
102,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,387.9809028,130300,0,0,31134742,517750.7168,106000,6745021
103,elementalEmber:11700,5000000,elementalEmber,11700,50,10,experience:106000,500000,5850,0,0,0,393.7679398,136150,0,0,31134742,538715.5376,106000,6851021
104,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,399.5549769,136150,0,0,32215078,539850.0283,106000,6957021
105,elementalEmber:12000,5000000,elementalEmber,12000,50,10,experience:106000,500000,6000,0,0,0,405.3420139,142150,0,0,32215078,561323.3191,106000,7063021
106,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,411.1290509,142150,0,0,33295414,562457.8098,106000,7169021
107,elementalEmber:12300,5000000,elementalEmber,12300,50,10,experience:106000,500000,6150,0,0,0,416.916088,148300,0,0,33295414,584439.5706,106000,7275021
108,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,422.703125,148300,0,0,34375750,585574.0613,106000,7381021
109,elementalEmber:12600,5000000,elementalEmber,12600,50,10,experience:106000,500000,6300,0,0,0,428.490162,154600,0,0,34375750,608064.2921,106000,7487021
110,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,434.2771991,154600,0,0,35456086,609198.7828,106000,7593021
111,elementalEmber:12900,5000000,elementalEmber,12900,50,10,experience:106000,500000,6450,0,0,0,440.0642361,161050,0,0,35456086,632197.4836,106000,7699021
112,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,445.8512731,161050,0,0,36536422,633331.9743,106000,7805021
113,elementalEmber:13200,5000000,elementalEmber,13200,50,10,experience:106000,500000,6600,0,0,0,451.6383102,167650,0,0,36536422,656839.1451,106000,7911021
114,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,457.4253472,167650,0,0,37616758,657973.6358,106000,8017021
115,elementalEmber:13500,5000000,elementalEmber,13500,50,10,experience:106000,500000,6750,0,0,0,463.2123843,174400,0,0,37616758,681989.2766,106000,8123021
116,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,468.9994213,174400,0,0,38697094,683123.7673,106000,8229021
117,elementalEmber:13800,5000000,elementalEmber,13800,50,10,experience:106000,500000,6900,0,0,0,474.7864583,181300,0,0,38697094,707647.8781,106000,8335021
118,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,480.5734954,181300,0,0,39777430,708782.3688,106000,8441021
119,elementalEmber:14100,5000000,elementalEmber,14100,50,10,experience:106000,500000,7050,0,0,0,486.3605324,188350,0,0,39777430,733814.9496,106000,8547021
120,piercing:2160672,5000000,piercing,2160672,50,10,experience:106000,500000,0,0,0,1080336,492.1475694,188350,0,0,40857766,734949.4403,106000,8653021
121,elementalEmber:14400,5000000,elementalEmber,14400,50,10,experience:106000,500000,7200,0,0,0,497.9346065,195550,0,0,40857766,760490.4911,106000,8759021
122,piercing:2160673,5000000,piercing,2160673,50,10,experience:106000,500000,0,0,0,1080337,503.7216435,195550,0,0,41938103,761624.9818,106000,8865021
123,elementalEmber:14700,5000000,elementalEmber,14700,50,10,experience:106000,500000,7350,0,0,0,509.5086806,202900,0,0,41938103,787674.5026,106000,8971021
124,piercing:2160674,5000000,piercing,2160674,50,10,experience:106000,500000,0,0,0,1080337,515.2957176,202900,0,0,43018440,788808.9933,106000,9077021
125,elementalEmber:15000,5000000,elementalEmber,15000,50,10,experience:106000,500000,7500,0,0,0,521.0827546,210400,0,0,43018440,815366.9841,106000,9183021
126,piercing:2160675,5000000,piercing,2160675,50,10,experience:106000,500000,0,0,0,1080338,526.8697917,210400,0,0,44098778,816501.4748,106000,9289021
127,elementalEmber:15300,5000000,elementalEmber,15300,50,10,experience:106000,500000,7650,0,0,0,532.6568287,218050,0,0,44098778,843567.9356,106000,9395021
128,piercing:2160676,5000000,piercing,2160676,50,10,experience:106000,500000,0,0,0,1080338,538.4438657,218050,0,0,45179116,844702.4263,106000,9501021
129,elementalEmber:15600,5000000,elementalEmber,15600,50,10,experience:106000,500000,7800,0,0,0,544.2309028,225850,0,0,45179116,872277.3571,106000,9607021
130,piercing:2160677,5000000,piercing,2160677,50,10,experience:106000,500000,0,0,0,1080339,550.0179398,225850,0,0,46259455,873411.8478,106000,9713021
131,elementalEmber:15900,5000000,elementalEmber,15900,50,10,experience:106000,500000,7950,0,0,0,555.8049769,233800,0,0,46259455,901495.2486,106000,9819021
132,piercing:2160678,5000000,piercing,2160678,50,10,experience:106000,500000,0,0,0,1080339,561.5920139,233800,0,0,47339794,902629.7393,106000,9925021
133,elementalEmber:16200,5000000,elementalEmber,16200,50,10,experience:106000,500000,8100,0,0,0,567.3790509,241900,0,0,47339794,931221.6101,106000,10031021
134,piercing:2160679,5000000,piercing,2160679,50,10,experience:106000,500000,0,0,0,1080340,573.166088,241900,0,0,48420134,932356.1008,106000,10137021
135,elementalEmber:16500,5000000,elementalEmber,16500,50,10,experience:106000,500000,8250,0,0,0,578.953125,250150,0,0,48420134,961456.4416,106000,10243021
136,piercing:2160680,5000000,piercing,2160680,55,10,experience:106000,500000,0,0,0,1188374,584.740162,250150,0,0,49608508,962590.9323,106000,10349021
137,elementalEmber:16800,5000000,elementalEmber,16800,55,10,experience:106000,500000,9240,0,0,0,590.5271991,259390,0,0,49608508,995047.1751,106000,10455021
138,piercing:2160681,5000000,piercing,2160681,55,10,experience:106000,500000,0,0,0,1188375,596.3142361,259390,0,0,50796883,996181.6658,106000,10561021
139,elementalEmber:17100,5000000,elementalEmber,17100,55,10,experience:106000,500000,9405,0,0,0,602.1012731,268795,0,0,50796883,1029197.226,106000,10667021
140,piercing:2160682,5000000,piercing,2160682,55,10,experience:106000,500000,0,0,0,1188376,607.8883102,268795,0,0,51985259,1030331.716,106000,10773021
141,elementalEmber:17400,5000000,elementalEmber,17400,55,10,experience:106000,500000,9570,0,0,0,613.6753472,278365,0,0,51985259,1063906.593,106000,10879021
142,piercing:2160683,5000000,piercing,2160683,55,10,experience:106000,500000,0,0,0,1188376,619.4623843,278365,0,0,53173635,1065041.084,106000,10985021
143,elementalEmber:17700,5000000,elementalEmber,17700,55,10,experience:106000,500000,9735,0,0,0,625.2494213,288100,0,0,53173635,1099175.278,106000,11091021
144,piercing:2160684,5000000,piercing,2160684,55,10,experience:106000,500000,0,0,0,1188377,631.0364583,288100,0,0,54362012,1100309.768,106000,11197021
145,elementalEmber:18000,5000000,elementalEmber,18000,55,10,experience:106000,500000,9900,0,0,0,636.8234954,298000,0,0,54362012,1135003.279,106000,11303021
146,piercing:2160685,5000000,piercing,2160685,60,60,experience:106000,3000000,0,0,0,1296411,671.5457176,298000,0,0,55658423,1141810.224,106000,11409021
147,elementalEmber:18300,5000000,elementalEmber,18300,60,60,experience:106000,3000000,10980,0,0,0,706.2679398,308980,0,0,55658423,1185837.172,106000,11515021
148,piercing:2160686,5000000,piercing,2160686,60,60,experience:106000,3000000,0,0,0,1296412,740.990162,308980,0,0,56954835,1192644.117,106000,11621021
149,elementalEmber:18600,5000000,elementalEmber,18600,60,60,experience:106000,3000000,11160,0,0,0,775.7123843,320140,0,0,56954835,1237281.229,106000,11727021
150,piercing:2160687,5000000,piercing,2160687,60,60,experience:106000,3000000,0,0,0,1296413,810.4346065,320140,0,0,58251248,1244088.174,106000,11833021
151,elementalEmber:18900,5000000,elementalEmber,18900,60,60,experience:106000,3000000,11340,0,0,0,845.1568287,331480,0,0,58251248,1289335.45,106000,11939021
152,piercing:2160688,5000000,piercing,2160688,60,60,experience:106000,3000000,0,0,0,1296413,879.8790509,331480,0,0,59547661,1296142.395,106000,12045021
153,elementalEmber:18901,5000000,elementalEmber,18901,60,60,experience:106000,3000000,11341,0,0,0,914.6012731,342821,0,0,59547661,1341393.061,106000,12151021
154,piercing:2160689,5000000,piercing,2160689,60,60,experience:106000,3000000,0,0,0,1296414,949.3234954,342821,0,0,60844075,1348200.005,106000,12257021
155,elementalEmber:18902,5000000,elementalEmber,18902,60,60,experience:106000,3000000,11342,0,0,0,984.0457176,354163,0,0,60844075,1393454.061,106000,12363021
156,piercing:2160690,5000000,piercing,2160690,65,65,experience:106000,3250000,0,0,0,1404449,1021.661458,354163,0,0,62248524,1400828.251,106000,12469021
157,elementalEmber:19202,5000000,elementalEmber,19202,65,65,experience:106000,3250000,12482,0,0,0,1059.277199,366645,0,0,62248524,1450513.925,106000,12575021
158,piercing:2160691,5000000,piercing,2160691,65,65,experience:106000,3250000,0,0,0,1404450,1096.89294,366645,0,0,63652974,1457888.115,106000,12681021
159,elementalEmber:19502,5000000,elementalEmber,19502,65,65,experience:106000,3250000,12677,0,0,0,1134.508681,379322,0,0,63652974,1508234.799,106000,12787021
160,piercing:2160692,5000000,piercing,2160692,65,65,experience:106000,3250000,0,0,0,1404450,1172.124421,379322,0,0,65057424,1515608.989,106000,12893021
161,elementalEmber:19802,5000000,elementalEmber,19802,65,65,experience:106000,3250000,12872,0,0,0,1209.740162,392194,0,0,65057424,1566616.685,106000,12999021
162,piercing:2160693,5000000,piercing,2160693,65,65,experience:106000,3250000,0,0,0,1404451,1247.355903,392194,0,0,66461875,1573990.874,106000,13105021
163,elementalEmber:20102,5000000,elementalEmber,20102,65,65,experience:106000,3250000,13067,0,0,0,1284.971644,405261,0,0,66461875,1625659.581,106000,13211021
164,piercing:2160694,5000000,piercing,2160694,65,65,experience:106000,3250000,0,0,0,1404452,1322.587384,405261,0,0,67866327,1633033.771,106000,13317021
165,elementalEmber:20402,5000000,elementalEmber,20402,65,65,experience:106000,3250000,13262,0,0,0,1360.203125,418523,0,0,67866327,1685363.488,106000,13423021
166,piercing:2160695,5000000,piercing,2160695,75,75,experience:106000,3750000,0,0,0,1620522,1403.605903,418523,0,0,69486849,1693872.169,106000,13529021
167,elementalEmber:20702,5000000,elementalEmber,20702,75,75,experience:106000,3750000,15527,0,0,0,1447.008681,434050,0,0,69486849,1755014.274,106000,13635021
168,piercing:2160696,5000000,piercing,2160696,75,75,experience:106000,3750000,0,0,0,1620522,1490.411458,434050,0,0,71107371,1763522.955,106000,13741021
169,elementalEmber:21002,5000000,elementalEmber,21002,75,75,experience:106000,3750000,15752,0,0,0,1533.814236,449802,0,0,71107371,1825427.765,106000,13847021
170,piercing:2160697,5000000,piercing,2160697,75,75,experience:106000,3750000,0,0,0,1620523,1577.217014,449802,0,0,72727894,1833936.446,106000,13953021
171,elementalEmber:21302,5000000,elementalEmber,21302,75,75,experience:106000,3750000,15977,0,0,0,1620.619792,465779,0,0,72727894,1896603.961,106000,14059021
172,piercing:2160698,5000000,piercing,2160698,75,75,experience:106000,3750000,0,0,0,1620524,1664.022569,465779,0,0,74348418,1905112.641,106000,14165021
173,elementalEmber:21602,5000000,elementalEmber,21602,75,75,experience:106000,3750000,16202,0,0,0,1707.425347,481981,0,0,74348418,1968542.862,106000,14271021
174,piercing:2160699,5000000,piercing,2160699,75,75,experience:106000,3750000,0,0,0,1620525,1750.828125,481981,0,0,75968943,1977051.542,106000,14377021
175,elementalEmber:21902,5000000,elementalEmber,21902,75,75,experience:106000,3750000,16427,0,0,0,1794.230903,498408,0,0,75968943,2041244.467,106000,14483021
176,piercing:2160700,5000000,piercing,2160700,85,85,experience:106000,4250000,0,0,0,1836595,1843.420718,498408,0,0,77805538,2050887.639,106000,14589021
177,elementalEmber:22202,5000000,elementalEmber,22202,85,85,experience:106000,4250000,18872,0,0,0,1892.610532,517280,0,0,77805538,2124503.116,106000,14695021
178,piercing:2160701,5000000,piercing,2160701,85,85,experience:106000,4250000,0,0,0,1836596,1941.800347,517280,0,0,79642134,2134146.287,106000,14801021
179,elementalEmber:22502,5000000,elementalEmber,22502,85,85,experience:106000,4250000,19127,0,0,0,1990.990162,536407,0,0,79642134,2208626.163,106000,14907021
180,piercing:2160702,5000000,piercing,2160702,85,85,experience:106000,4250000,0,0,0,1836597,2040.179977,536407,0,0,81478731,2218269.335,106000,15013021
181,elementalEmber:22802,5000000,elementalEmber,22802,85,85,experience:106000,4250000,19382,0,0,0,2089.369792,555789,0,0,81478731,2293613.61,106000,15119021
